Protein,Group_Col,Group1,Group2,Group1_vs_Group2,F_P_Value,Log2_Fold_Change,Beta_Coefficient,Q_Value,Significant
HB-EGF,Strain,M1,CTRL,M1 vs CTRL,0.020681705518615413,-0.10260492063491977,-0.11901446453230649,0.10527655472857844,False
HCLS1,Strain,M1,CTRL,M1 vs CTRL,0.6761767593651556,-0.021698809523809537,-0.018912590658316533,0.879570552005923,False
HDGF,Strain,M1,CTRL,M1 vs CTRL,2.6989641668499245e-11,1.3478303968253968,1.3980897571089224,1.0919159598880151e-09,True
HEXIM1,Strain,M1,CTRL,M1 vs CTRL,3.1872509458381663e-13,0.9022092857142857,0.923139636007194,1.8275100747000134e-11,True
HGF,Strain,M1,CTRL,M1 vs CTRL,0.03944335883645222,0.3014358730158726,0.2932326945903505,0.17106046973002803,False
HMOX2,Strain,M1,CTRL,M1 vs CTRL,9.085211340246885e-16,1.5473997222222222,1.5398497877501771,8.228310725200872e-14,True
HNMT,Strain,M1,CTRL,M1 vs CTRL,0.003609651243028693,0.5167504761904755,0.47459581653159527,0.02653959447134565,True
HO-1,Strain,M1,CTRL,M1 vs CTRL,0.024192223263153224,0.4973678571428568,0.45748245949604655,0.11901976506625382,False
HPGDS,Strain,M1,CTRL,M1 vs CTRL,0.9273909664226374,0.00017837301587286802,-0.004141428381753992,0.977815319802675,False
HS3ST3B1,Strain,M1,CTRL,M1 vs CTRL,0.41424831034902954,-0.02826595238095242,-0.0452939410868356,0.7119653940150973,False
HS6ST1,Strain,M1,CTRL,M1 vs CTRL,0.2970058856703428,-0.133161984126984,-0.18396916943361355,0.6063362983587685,False
HSD11B1,Strain,M1,CTRL,M1 vs CTRL,0.7112159522793196,-0.016723571428571615,-0.02054459625573056,0.8960466550215265,False
HSP 27,Strain,M1,CTRL,M1 vs CTRL,2.1010688501229256e-06,1.573869523809524,1.4853019678383286,3.5179661208991005e-05,True
HSP90B1,Strain,M1,CTRL,M1 vs CTRL,0.43523850884176196,-0.03816761904761923,-0.05817571372466171,0.7275274571033647,False
ICA1,Strain,M1,CTRL,M1 vs CTRL,1.4639922113974233e-06,0.43905000000000005,0.44171397815031416,2.5365256358342312e-05,True
ICOSLG,Strain,M1,CTRL,M1 vs CTRL,0.13837114172800036,-0.2066115079365085,-0.24905030966718938,0.39190405102066905,False
IDUA,Strain,M1,CTRL,M1 vs CTRL,0.04992772228559817,-0.4178892857142853,-0.42083490655211653,0.20333364671242585,False
IFI30,Strain,M1,CTRL,M1 vs CTRL,0.03569782181680139,0.18844428571428562,0.23529301047202983,0.1593010301679211,False
IFN-gamma,Strain,M1,CTRL,M1 vs CTRL,0.9741560977852143,0.00868003968253972,0.007330190775085482,0.9927064113332352,False
IFN-gamma-R1,Strain,M1,CTRL,M1 vs CTRL,0.551134141833491,0.09899134920634989,0.07113846243569436,0.807007001729363,False
IFNL1,Strain,M1,CTRL,M1 vs CTRL,0.43801910386793785,0.061726666666666485,0.043469647753109214,0.7289268656393086,False
IFNLR1,Strain,M1,CTRL,M1 vs CTRL,0.10715466783641713,-0.08467761904761906,-0.09363112582015656,0.33622941049458444,False
IGF1R,Strain,M1,CTRL,M1 vs CTRL,0.14778916332562184,0.21312138888888832,0.18087968740485977,0.4086020647044032,False
IGFBPL1,Strain,M1,CTRL,M1 vs CTRL,0.3588134922991222,-0.11980571428571452,-0.1739000113356971,0.6619776698203712,False
IGSF3,Strain,M1,CTRL,M1 vs CTRL,0.03273131181210024,-0.19639936507936495,-0.20752308858308754,0.14932372933167654,False
IKZF2,Strain,M1,CTRL,M1 vs CTRL,0.8345361659725496,0.022944960317460295,0.021423238179219595,0.9444913018182282,False
IL-1 alpha,Strain,M1,CTRL,M1 vs CTRL,0.010537941901997168,0.2715265476190476,0.27433276263087997,0.06193760837678277,False
IL-10RA,Strain,M1,CTRL,M1 vs CTRL,0.8824073793197749,0.004745238095237969,0.0059801140550359635,0.9640557660285958,False
IL-10RB,Strain,M1,CTRL,M1 vs CTRL,0.0730897613702761,0.22264698412698414,0.20443800702875142,0.26216264541903717,False
IL-12B,Strain,M1,CTRL,M1 vs CTRL,0.002812315317075341,-0.3286829761904762,-0.32286070767035335,0.021367162132593393,True
IL-15RA,Strain,M1,CTRL,M1 vs CTRL,0.9237674614634245,-0.005505357142857159,0.004995227587335338,0.9768378224576746,False
IL-17A,Strain,M1,CTRL,M1 vs CTRL,0.670797567853927,0.032438888888888906,0.024876248621332257,0.8768948715971262,False
IL-17C,Strain,M1,CTRL,M1 vs CTRL,0.04574784191624491,-0.10889432539682542,-0.1148585483887262,0.1904964995153981,False
IL-17D,Strain,M1,CTRL,M1 vs CTRL,0.3021567529824275,0.1721572222222214,0.16639762131012814,0.6115867988285285,False
IL-18R1,Strain,M1,CTRL,M1 vs CTRL,0.11101812683005967,0.15673638888888888,0.15393705722353274,0.3425530278109081,False
IL-1ra,Strain,M1,CTRL,M1 vs CTRL,0.0025924460609070537,0.5039934126984127,0.47715634414177327,0.020138201857143486,True
IL-20,Strain,M1,CTRL,M1 vs CTRL,0.22533394614436963,-0.0541323809523806,-0.05080767796830758,0.5172556309823232,False
IL-20RA,Strain,M1,CTRL,M1 vs CTRL,0.007183154119267066,-0.13606456349206375,-0.14139726979666414,0.046057713862074426,True
IL-22 RA1,Strain,M1,CTRL,M1 vs CTRL,0.40987085635382736,-0.11684496031746033,-0.10454097014324154,0.7098371849500226,False
IL-24,Strain,M1,CTRL,M1 vs CTRL,0.6383609157884492,-0.0447048809523809,-0.0419686896156124,0.8588366520276216,False
IL-27,Strain,M1,CTRL,M1 vs CTRL,0.0008308722907348452,0.5596295238095235,0.5293991911984643,0.0077000606478566476,True
IL-2RB,Strain,M1,CTRL,M1 vs CTRL,0.40438627278636097,0.06025111111111059,0.05448281079119274,0.7038663606461385,False
IL-4RA,Strain,M1,CTRL,M1 vs CTRL,0.9562026078007851,0.013689365079365079,0.002347582368257403,0.9878058729207914,False
IL-5R-alpha,Strain,M1,CTRL,M1 vs CTRL,0.7448978618686819,-0.029797857142856543,-0.02588379671293692,0.9088078925460187,False
IL10,Strain,M1,CTRL,M1 vs CTRL,0.2160983609915291,-0.0848711904761905,-0.09223278827077261,0.5040397825877925,False
IL12,Strain,M1,CTRL,M1 vs CTRL,3.0411827449089706e-05,-0.5670517460317461,-0.5672552432938848,0.00040873906369181276,True
IL12RB1,Strain,M1,CTRL,M1 vs CTRL,0.5462586881756535,0.03284357142857164,0.030977642647614274,0.8051935906713442,False
IL13,Strain,M1,CTRL,M1 vs CTRL,0.21694930838664822,-0.07091980158730204,-0.07650606320073605,0.5050226810044304,False
IL15,Strain,M1,CTRL,M1 vs CTRL,0.009535226375825667,0.31437908730158726,0.2742160176488734,0.05761618970078132,False
IL16,Strain,M1,CTRL,M1 vs CTRL,0.00022592108888173899,0.3270030952380955,0.3211564503755082,0.002514792008921033,True
IL17RB,Strain,M1,CTRL,M1 vs CTRL,0.03593618115553988,-0.19416857142857125,-0.21120303740343785,0.1598838428995517,False
IL18,Strain,M1,CTRL,M1 vs CTRL,0.0011473337979933337,0.5501895238095234,0.5386001371485808,0.010182906870831704,True
IL1RL2,Strain,M1,CTRL,M1 vs CTRL,0.47248874398933594,-0.04956460317460343,-0.06797666860065296,0.7549589594216134,False
IL2,Strain,M1,CTRL,M1 vs CTRL,0.5851011539634587,-0.026501587301587026,-0.02727350958744673,0.8282418788639285,False
IL32,Strain,M1,CTRL,M1 vs CTRL,0.8564127668964007,0.014507777777777786,0.01221627569080723,0.9528847283721489,False
IL33,Strain,M1,CTRL,M1 vs CTRL,0.11518146340085746,0.08807460317460325,0.1017030298247274,0.35025421708473004,False
IL3RA,Strain,M1,CTRL,M1 vs CTRL,0.8080020240237129,0.024829642857142842,0.014846953769693541,0.9357238808525801,False
IL4,Strain,M1,CTRL,M1 vs CTRL,0.11476815042075338,-0.13473154761904738,-0.14230529378900086,0.34952317877470557,False
IL5,Strain,M1,CTRL,M1 vs CTRL,0.5488222168841904,0.037662142857142755,0.03892645568505254,0.8058732093103684,False
IL6,Strain,M1,CTRL,M1 vs CTRL,0.1313011292971303,0.354602857142857,0.35113300653171897,0.38063551805337964,False
IL7,Strain,M1,CTRL,M1 vs CTRL,0.8487943081543561,0.013981904761904751,0.00835101014268523,0.9510601203416587,False
IL8,Strain,M1,CTRL,M1 vs CTRL,0.0054451342961691716,0.5722070238095256,0.5402729524240724,0.03668446351687937,True
ILKAP,Strain,M1,CTRL,M1 vs CTRL,0.001454416267774552,0.515730277777778,0.49406869835363665,0.01230541152246622,True
IMPA1,Strain,M1,CTRL,M1 vs CTRL,5.6642274761979855e-05,0.5142862698412698,0.5129388512411823,0.0007269547984750071,True
ING1,Strain,M1,CTRL,M1 vs CTRL,0.000463330165678646,0.21471698412698426,0.23309527043019035,0.004656672661360414,True
INPPL1,Strain,M1,CTRL,M1 vs CTRL,0.7748325033564906,0.026779642857142738,0.02269278426271327,0.918413898237839,False
IQGAP2,Strain,M1,CTRL,M1 vs CTRL,0.7599634026752267,-0.01798658730158731,-0.017621158979016227,0.9136511697678483,False
IRAK1,Strain,M1,CTRL,M1 vs CTRL,0.040883581666377074,0.15819071428571432,0.15362254598416233,0.17559452051148944,False
IRAK4,Strain,M1,CTRL,M1 vs CTRL,0.46169871579549837,-0.047274999999999734,-0.04809088490740629,0.7472099005753244,False
IRF9,Strain,M1,CTRL,M1 vs CTRL,0.20746952574602362,0.09483761904761911,0.07975132601663461,0.492709213407571,False
ISLR2,Strain,M1,CTRL,M1 vs CTRL,0.23106384453804368,-0.26123289682539674,-0.25934281017632543,0.5250737557549363,False
ITGA11,Strain,M1,CTRL,M1 vs CTRL,0.3931149814634871,0.08552190476190477,0.07948364465639182,0.6945847132923202,False
ITGA6,Strain,M1,CTRL,M1 vs CTRL,0.13133596921540702,-0.07944285714285715,-0.08701178607276772,0.38063551805337964,False
ITGAV,Strain,M1,CTRL,M1 vs CTRL,0.05392846064328369,0.14891813492063494,0.1284045378316782,0.21426212927565852,False
ITGB1BP1,Strain,M1,CTRL,M1 vs CTRL,0.07800513436286952,-0.11186797619047639,-0.12888043516525471,0.27219830160773645,False
ITGB1BP2,Strain,M1,CTRL,M1 vs CTRL,0.33449489775172603,-0.07696111111111115,-0.07956547053931157,0.6414639882293687,False
ITGB5,Strain,M1,CTRL,M1 vs CTRL,0.03930641348656103,0.22942789682539688,0.21373629400422767,0.17090677331581638,False
ITGB6,Strain,M1,CTRL,M1 vs CTRL,0.7284060935671983,-0.010439047619047542,-0.023785610166932303,0.9018374615917193,False
ITGB7,Strain,M1,CTRL,M1 vs CTRL,0.2751059417832572,0.06140253968253967,0.065742156009161,0.5827514512235263,False
ITM2A,Strain,M1,CTRL,M1 vs CTRL,0.034699398782062435,-0.14796452380952385,-0.17635089500114143,0.15589442653706223,False
IgG Fc receptor II-b,Strain,M1,CTRL,M1 vs CTRL,0.6665260836966606,0.056981587301587304,0.03654420565004522,0.8746365958050004,False
JAM-B,Strain,M1,CTRL,M1 vs CTRL,0.12114678349980199,-0.15595095238095347,-0.17663413967696134,0.3620321951606381,False
JUN,Strain,M1,CTRL,M1 vs CTRL,0.26318872351576683,0.11407031746031726,0.12971715036980708,0.5676007985729067,False
KAZALD1,Strain,M1,CTRL,M1 vs CTRL,0.0004931160383091674,-0.3933516666666669,-0.42747047417511264,0.004924980984115369,True
KIF1BP,Strain,M1,CTRL,M1 vs CTRL,0.016111293649327542,0.17614706349206388,0.17808757406693443,0.08646936726272088,False
KIM1,Strain,M1,CTRL,M1 vs CTRL,0.07569762248650348,-0.19233222222222224,-0.18495516097273484,0.26742466809283366,False
KIR2DL3,Strain,M1,CTRL,M1 vs CTRL,0.8342600863803286,0.009459484126983941,0.011451759080359038,0.9444913018182282,False
KIR3DL1,Strain,M1,CTRL,M1 vs CTRL,0.867326312621594,-0.00816309523809533,-0.014940940604274491,0.9566275548843212,False
KIRREL2,Strain,M1,CTRL,M1 vs CTRL,0.004791727948499466,-0.2526515079365079,-0.26240158016961884,0.03332551955532291,True
KLB,Strain,M1,CTRL,M1 vs CTRL,0.9562539262901082,0.004144444444444284,0.00315992034631778,0.9878058729207914,False
KLK10,Strain,M1,CTRL,M1 vs CTRL,0.6539566798220658,-0.022996666666666776,-0.10574403541721916,0.8685021051133306,False
KLK12,Strain,M1,CTRL,M1 vs CTRL,0.2268825261731172,-0.07058357142857119,-0.07555872604748928,0.51897366938594,False
KLK13,Strain,M1,CTRL,M1 vs CTRL,0.057746728798237563,0.17668325396825396,0.16714737005183525,0.2250569332625689,False
KLRD1,Strain,M1,CTRL,M1 vs CTRL,0.568018575861547,-0.02300785714285717,-0.05344132783537517,0.8189413982663766,False
KPNA1,Strain,M1,CTRL,M1 vs CTRL,0.7143241704324318,0.018674761904761805,0.021093111487874044,0.8968436733375049,False
KRT19,Strain,M1,CTRL,M1 vs CTRL,0.08844514986847442,-0.09696642857142856,-0.10695953859192871,0.29543497252797196,False
KYAT1,Strain,M1,CTRL,M1 vs CTRL,2.107750648886328e-05,0.8471921428571427,0.8325859959844597,0.0002921525682021571,True
KYNU,Strain,M1,CTRL,M1 vs CTRL,0.17627994564017332,0.12306690476190474,0.11135123820707715,0.44987229162733955,False
LAG3,Strain,M1,CTRL,M1 vs CTRL,0.2339835567999626,-0.043859761904761985,-0.06327546571568292,0.5289883596379281,False
LAIR-2,Strain,M1,CTRL,M1 vs CTRL,0.09448039620562455,-0.6430474603174607,-0.6582242077072086,0.30975267698841125,False
LAMP3,Strain,M1,CTRL,M1 vs CTRL,0.7723945678701353,0.024044047619047604,0.014882819474568702,0.9169992134598726,False
LAP TGF-beta-1,Strain,M1,CTRL,M1 vs CTRL,0.4949755765791001,0.14264555555555547,0.10512803883484705,0.7697473844556931,False
LAT,Strain,M1,CTRL,M1 vs CTRL,0.7332326597871328,0.052846666666666264,0.053752863249762584,0.90294565798879,False
LAT2,Strain,M1,CTRL,M1 vs CTRL,0.822450295605791,0.01641892857142868,0.015103434040692629,0.941394349558833,False
LAYN,Strain,M1,CTRL,M1 vs CTRL,0.6361486455718813,-0.04254047619047796,-0.09005434227977333,0.8580309198185639,False
LEP,Strain,M1,CTRL,M1 vs CTRL,0.016537591825251663,-0.4039151587301587,-0.3719048177276739,0.08822262841181777,False
LEPR,Strain,M1,CTRL,M1 vs CTRL,0.21297338279399955,-0.06380194444444443,-0.08865653528814382,0.49932749010602256,False
LGALS7,Strain,M1,CTRL,M1 vs CTRL,0.08097747889129278,0.4130666666666666,0.37024238664011444,0.2783055225371296,False
LHB,Strain,M1,CTRL,M1 vs CTRL,0.20373887890692446,0.04879325396825396,0.07072073357211489,0.4873345933037779,False
LIF,Strain,M1,CTRL,M1 vs CTRL,0.5594831233617432,-0.06917047619047656,-0.08887769752803207,0.8127111904278235,False
LIF-R,Strain,M1,CTRL,M1 vs CTRL,0.02723983670408498,0.2606102380952382,0.24678764866036415,0.129767781549048,False
LILRA5,Strain,M1,CTRL,M1 vs CTRL,0.014091506717076246,0.24430611111111114,0.21735943019109072,0.07761527887705437,False
LILRB4,Strain,M1,CTRL,M1 vs CTRL,0.001373705776940898,0.28256928571428586,0.2787836473282109,0.011797882588598013,True
LOX-1,Strain,M1,CTRL,M1 vs CTRL,2.953941313388155e-07,0.7729359523809531,0.7525152193221434,5.818813809507998e-06,True
LPL,Strain,M1,CTRL,M1 vs CTRL,0.02271440736230885,0.3577976190476191,0.3492681176660565,0.11335868921578053,False
LRIG1,Strain,M1,CTRL,M1 vs CTRL,0.7935816559156079,0.053407142857143874,0.047392044833503566,0.9276687881559688,False
LRMP,Strain,M1,CTRL,M1 vs CTRL,0.3560813838596988,0.04059333333333326,0.035850041055785445,0.6601462268810885,False
LRP1,Strain,M1,CTRL,M1 vs CTRL,0.7326030028183341,-0.010275317460317401,-0.01762605799492601,0.9028677798766234,False
LRP11,Strain,M1,CTRL,M1 vs CTRL,0.042313018587360834,-0.4072726984126982,-0.4437579780474689,0.1792848262314013,False
LRRN1,Strain,M1,CTRL,M1 vs CTRL,0.034925998644166616,-0.23893246031745985,-0.27313594076067405,0.15636157725911717,False
LTA4H,Strain,M1,CTRL,M1 vs CTRL,0.003981542364881582,0.12734384920634878,0.13910976402584832,0.028717549907788423,True
LTBP3,Strain,M1,CTRL,M1 vs CTRL,0.6665842172467342,-0.03716750000000002,-0.06241223105034533,0.8746365958050004,False
LXN,Strain,M1,CTRL,M1 vs CTRL,0.23591308724140514,0.050605079365079186,0.0606076344686055,0.5297907312803604,False
LY75,Strain,M1,CTRL,M1 vs CTRL,0.5005952794423036,0.03240404761904769,0.03214150123858611,0.772894883634308,False
LY9,Strain,M1,CTRL,M1 vs CTRL,0.21044107054477101,0.1085504761904762,0.09215084258555233,0.49665837496056414,False
LYAR,Strain,M1,CTRL,M1 vs CTRL,0.726152972331138,-0.020962698412698044,-0.028397530909462274,0.9018374615917193,False
LYN,Strain,M1,CTRL,M1 vs CTRL,0.0011448641922324823,0.22350436507936505,0.22757669483748372,0.010182906870831704,True
LYPD1,Strain,M1,CTRL,M1 vs CTRL,0.12840037206059365,-0.07850611111111139,-0.08038378739735286,0.3760177093531364,False
LYPD3,Strain,M1,CTRL,M1 vs CTRL,0.16133683159517645,0.15702547619047613,0.12007445178812257,0.4282387195104162,False
MAD homolog 5,Strain,M1,CTRL,M1 vs CTRL,0.3757154270796156,0.2067190476190477,0.1548433379206504,0.6796304933782424,False
MAD1L1,Strain,M1,CTRL,M1 vs CTRL,7.083153402935237e-11,0.6440511507936517,0.6741319261378056,2.7140736837208575e-09,True
MAEA,Strain,M1,CTRL,M1 vs CTRL,0.2311176611951001,0.107983214285714,0.09938452842116399,0.5250737557549363,False
MAGED1,Strain,M1,CTRL,M1 vs CTRL,0.25518585730159665,0.09787753968253987,0.10208934063953742,0.5558232046874415,False
MANF,Strain,M1,CTRL,M1 vs CTRL,0.715156532313513,-0.03126277777777764,-0.038753040779381326,0.8971820498250745,False
MAP2K6,Strain,M1,CTRL,M1 vs CTRL,4.2125133091312515e-13,0.771072142857143,0.7615399737883215,2.3315091023455608e-11,True
MAP4K5,Strain,M1,CTRL,M1 vs CTRL,0.4080264180624119,0.1675761507936508,0.14078499270672293,0.7078711026450778,False
MAPT,Strain,M1,CTRL,M1 vs CTRL,1.4463922733675932e-34,5.281037380952381,5.254836413446841,3.842582139579906e-31,True
MARCO,Strain,M1,CTRL,M1 vs CTRL,0.5357531093787262,0.13548222222222162,0.06624912607801889,0.7985697179256496,False
MASP1,Strain,M1,CTRL,M1 vs CTRL,0.41886872190127467,0.044863809523809306,0.036693179995903505,0.7159136557106394,False
MATN3,Strain,M1,CTRL,M1 vs CTRL,0.9994969972585573,0.03080166666666706,0.00011865118684750708,0.9996224203978795,False
MAX,Strain,M1,CTRL,M1 vs CTRL,0.3890548601526014,-0.06379710317460319,-0.07153373482612597,0.6912098161873012,False
MCFD2,Strain,M1,CTRL,M1 vs CTRL,0.4490636308056941,0.0876201587301586,0.06721271887232017,0.7372316233055828,False
MCP-1,Strain,M1,CTRL,M1 vs CTRL,0.914493510334503,0.033109841269840956,-0.014635796753241337,0.9751824026446332,False
MCP-2,Strain,M1,CTRL,M1 vs CTRL,0.5267699596476421,0.1583735317460313,0.12644735415536928,0.7921427506399448,False
MCP-3,Strain,M1,CTRL,M1 vs CTRL,0.6183844276821365,0.03126408730158714,0.04484589915985406,0.846990888518539,False
MCP-4,Strain,M1,CTRL,M1 vs CTRL,0.7161642022272365,-0.012698849206350005,-0.06471512956898029,0.8975984733057203,False
MDGA1,Strain,M1,CTRL,M1 vs CTRL,0.48360790852192204,-0.12177595238095185,-0.12219501527151927,0.7606060126583604,False
MEP1B,Strain,M1,CTRL,M1 vs CTRL,0.35254115123748253,0.05127920634920624,0.054790967643382024,0.6570843774572153,False
MERTK,Strain,M1,CTRL,M1 vs CTRL,0.1837336018873079,0.09933539682539694,0.09321929627430846,0.4597671211519768,False
METAP1,Strain,M1,CTRL,M1 vs CTRL,0.7809201622564262,0.02586178571428599,0.017169356201741204,0.9222008731936164,False
METAP1D,Strain,M1,CTRL,M1 vs CTRL,9.189247471351051e-20,1.6966531746031746,1.697017003705553,1.8779051883760992e-17,True
METRNL,Strain,M1,CTRL,M1 vs CTRL,0.7574418629960392,0.09855619047619024,0.04868071293948767,0.912456415973161,False
MGMT,Strain,M1,CTRL,M1 vs CTRL,0.00016964998370766325,0.3071247619047619,0.29554890945493034,0.0019454825469785268,True
MIA,Strain,M1,CTRL,M1 vs CTRL,0.1921108289141388,0.10173384920634732,0.08413806451971173,0.4709699496910754,False
MIC-A/B,Strain,M1,CTRL,M1 vs CTRL,0.19403526700937615,-0.20729571428571392,-0.2780020073334245,0.47335815061669057,False
MILR1,Strain,M1,CTRL,M1 vs CTRL,0.0014384485339316905,0.487349523809524,0.4592855108463946,0.012209195756587405,True
MK,Strain,M1,CTRL,M1 vs CTRL,0.5477926326749448,0.14885265873015818,0.1174676256445274,0.8056611341949119,False
MMP-1,Strain,M1,CTRL,M1 vs CTRL,0.15634977615615167,-0.28461690476190427,-0.2935429138852769,0.4234141066817971,False
MMP-10,Strain,M1,CTRL,M1 vs CTRL,0.005162708131971027,0.5737310317460314,0.5285924421657574,0.03522841079778175,True
MMP12,Strain,M1,CTRL,M1 vs CTRL,0.7860476671568237,0.2823918253968253,0.07777446212982816,0.9246937132457395,False
MMP7,Strain,M1,CTRL,M1 vs CTRL,0.472357295893987,0.27401412698412564,0.1583076150683556,0.7549589594216134,False
MOG,Strain,M1,CTRL,M1 vs CTRL,0.5057519609125829,0.0240504761904754,0.019589261061130903,0.7766557087617121,False
MRC2,Strain,M1,CTRL,M1 vs CTRL,0.4766432026470361,-0.0180177777777778,-0.02545005884942574,0.7574887447783577,False
MSLN,Strain,M1,CTRL,M1 vs CTRL,0.5803382219219577,0.06518984126984129,0.07162323130315493,0.8266386752513752,False
MSR1,Strain,M1,CTRL,M1 vs CTRL,0.02473272816854283,0.41492563492063494,0.38441947222188333,0.12103661165239338,False
MUC-16,Strain,M1,CTRL,M1 vs CTRL,0.8563783238853405,0.027382341269841348,0.0140512333901959,0.9528847283721489,False
MVK,Strain,M1,CTRL,M1 vs CTRL,0.8407076686188254,0.016049642857142832,0.010466111875183683,0.9473121339943501,False
MetAP 2,Strain,M1,CTRL,M1 vs CTRL,1.0142655232974913e-15,1.1504325,1.1601044670985086,8.981884689645561e-14,True
N-CDase,Strain,M1,CTRL,M1 vs CTRL,0.6632640371075331,-0.028281349206349206,-0.03788986396214304,0.8733917277461817,False
N2DL-2,Strain,M1,CTRL,M1 vs CTRL,0.04423987837024628,-0.3605413492063487,-0.35460026528949384,0.18607380258973757,False
NAA10,Strain,M1,CTRL,M1 vs CTRL,0.0003594133364974842,0.32564896825396816,0.324484810607541,0.003754291339298754,True
NAAA,Strain,M1,CTRL,M1 vs CTRL,0.028732306587852016,-0.2294423015873016,-0.2350291200224715,0.13454552497366662,False
NADK,Strain,M1,CTRL,M1 vs CTRL,7.818152710322789e-05,0.48593357142857146,0.4893350635172602,0.0009705712944123462,True
NBL1,Strain,M1,CTRL,M1 vs CTRL,0.23544112894499203,0.04660499999999956,0.06439951173039905,0.5296638605272764,False
NBN,Strain,M1,CTRL,M1 vs CTRL,0.00030597034418585535,0.3405119841269839,0.36196227714917023,0.003290936090635988,True
NCAN,Strain,M1,CTRL,M1 vs CTRL,0.0011718762380544734,-0.11078952380952245,-0.10804872016643585,0.010354604897221899,True
NCF2,Strain,M1,CTRL,M1 vs CTRL,0.07691313079942272,0.13454031746031747,0.13639029860121887,0.26968660469485217,False
NCLN,Strain,M1,CTRL,M1 vs CTRL,0.13705092782936235,0.14624269841269844,0.14591483219971657,0.3899803848803164,False
NCR1,Strain,M1,CTRL,M1 vs CTRL,0.5190028429417393,-0.0584016666666667,-0.05529617544261286,0.7866833399096421,False
NDRG1,Strain,M1,CTRL,M1 vs CTRL,0.027347393379999366,0.17344269841269844,0.16793720994380992,0.12999424512366237,False
NECTIN2,Strain,M1,CTRL,M1 vs CTRL,0.46601298274821046,0.1671490476190467,0.11914256516071375,0.751371256465572,False
NEFL,Strain,M1,CTRL,M1 vs CTRL,6.178389414209524e-15,3.094666388888892,2.987500375488351,4.827623885416658e-13,True
NEMO,Strain,M1,CTRL,M1 vs CTRL,0.02152815620283361,0.15519769841269843,0.15530832008407527,0.10879956967791925,False
NEP,Strain,M1,CTRL,M1 vs CTRL,0.9270458415466333,-0.010870873015873084,-0.010658389577026584,0.977815319802675,False
NF2,Strain,M1,CTRL,M1 vs CTRL,0.6393487316704822,0.039295476190476214,0.04676893167248411,0.8590404845539849,False
NFATC1,Strain,M1,CTRL,M1 vs CTRL,0.4342296334563762,-0.04072769841269838,-0.04092465154467672,0.7272137378960535,False
NFATC3,Strain,M1,CTRL,M1 vs CTRL,0.48184003847020873,-0.020228333333333293,-0.02535723446965489,0.759983764408976,False
NFKBIE,Strain,M1,CTRL,M1 vs CTRL,0.021541495727949382,0.1394136507936508,0.1308208892413737,0.10879956967791925,False
NINJ1,Strain,M1,CTRL,M1 vs CTRL,0.15130903630387116,-0.09368150793650798,-0.0951967041504791,0.4152661912334205,False
NMNAT1,Strain,M1,CTRL,M1 vs CTRL,0.0006033529832672599,0.5126926190476191,0.551349529053711,0.005835829219223375,True
NOMO1,Strain,M1,CTRL,M1 vs CTRL,0.8613845804339542,0.00864222222222244,-0.026458619677854067,0.9547676586930637,False
NOS3,Strain,M1,CTRL,M1 vs CTRL,0.5956039166908289,-0.041770079365079205,-0.048608536719171105,0.8342985630929873,False
NPDC1,Strain,M1,CTRL,M1 vs CTRL,0.505141157982485,-0.05526293650793512,-0.06552692795054338,0.7763160488084083,False
NPM1,Strain,M1,CTRL,M1 vs CTRL,0.010718889133205461,0.5880290476190477,0.6607609870392797,0.06281584293503494,False
NPPC,Strain,M1,CTRL,M1 vs CTRL,0.0057641829337439195,-0.13266587301587407,-0.13940417540588962,0.038520218700606956,True
NPTXR,Strain,M1,CTRL,M1 vs CTRL,0.6797040619888519,0.03037619047618989,0.023681808492225898,0.8811388051482026,False
NQO2,Strain,M1,CTRL,M1 vs CTRL,0.00012284415550705967,0.96631873015873,0.9786544493913532,0.0014504709916907637,True
NRP2,Strain,M1,CTRL,M1 vs CTRL,0.7672460658299464,0.06596214285714286,0.03876788595322256,0.9154573008646754,False
NRTN,Strain,M1,CTRL,M1 vs CTRL,0.9186408605406091,0.00019674603174602012,0.004888595667704318,0.9757835321261211,False
NT-3,Strain,M1,CTRL,M1 vs CTRL,0.1902281158624539,-0.051655873015873,-0.06344660552965942,0.4690796308178582,False
NT-proBNP,Strain,M1,CTRL,M1 vs CTRL,0.15328185139635137,-0.19523833333333318,-0.21149501187659162,0.4183754642564796,False
NTF4,Strain,M1,CTRL,M1 vs CTRL,0.39362648444981363,0.07833357142857145,0.05950715986157366,0.6945847132923202,False
NTRK2,Strain,M1,CTRL,M1 vs CTRL,0.9139820657496002,0.014121825396825827,0.011824932071732852,0.9751462179116435,False
NTRK3,Strain,M1,CTRL,M1 vs CTRL,0.3573626556967018,-0.09928515873015886,-0.10935930179504783,0.6604551926698988,False
NUB1,Strain,M1,CTRL,M1 vs CTRL,0.29634315465675265,-0.08665190476190479,-0.09216354041297178,0.605974451886206,False
NUCB2,Strain,M1,CTRL,M1 vs CTRL,0.22441649689168391,-0.11642436507936549,-0.14036050248908308,0.5160413964878018,False
NXPH1,Strain,M1,CTRL,M1 vs CTRL,0.05422184803520269,-0.22771392857142914,-0.2545991434258693,0.2149990690749082,False
Nr-CAM,Strain,M1,CTRL,M1 vs CTRL,0.1394975233872587,-0.044918015873015804,-0.043628406471706405,0.39378132013134487,False
